,Region 0,Region 1,Region 2,Region 3,Region 4
139,56.8421052631579,18.0,37.89473684210526,75.78947368421052,195.0
140,113.6842105263158,54.0,151.57894736842104,132.6315789473684,240.0
141,94.73684210526316,54.0,56.8421052631579,132.6315789473684,195.0
142,151.57894736842104,126.0,132.6315789473684,94.73684210526316,375.0
143,75.78947368421052,18.0,208.42105263157896,56.8421052631579,360.0
144,18.94736842105263,18.0,56.8421052631579,18.94736842105263,195.0
145,75.78947368421052,72.0,113.6842105263158,113.6842105263158,270.0
146,56.8421052631579,72.0,113.6842105263158,56.8421052631579,210.0
147,132.6315789473684,90.0,170.52631578947367,94.73684210526316,210.0
148,37.89473684210526,72.0,56.8421052631579,132.6315789473684,90.0
149,113.6842105263158,126.0,56.8421052631579,132.6315789473684,315.0
150,75.78947368421052,108.0,37.89473684210526,113.6842105263158,240.0
151,94.73684210526316,180.0,170.52631578947367,132.6315789473684,360.0
152,56.8421052631579,36.0,75.78947368421052,56.8421052631579,120.0
153,37.89473684210526,54.0,151.57894736842104,37.89473684210526,105.0
154,132.6315789473684,108.0,56.8421052631579,94.73684210526316,420.0
155,75.78947368421052,90.0,132.6315789473684,18.94736842105263,285.0
156,94.73684210526316,36.0,132.6315789473684,75.78947368421052,435.0
157,56.8421052631579,18.0,94.73684210526316,18.94736842105263,330.0
158,151.57894736842104,198.0,56.8421052631579,94.73684210526316,480.0
159,132.6315789473684,108.0,56.8421052631579,94.73684210526316,375.0
160,94.73684210526316,108.0,94.73684210526316,113.6842105263158,285.0
161,56.8421052631579,54.0,75.78947368421052,37.89473684210526,420.0
162,37.89473684210526,18.0,75.78947368421052,18.94736842105263,270.0
163,75.78947368421052,108.0,56.8421052631579,132.6315789473684,285.0
164,37.89473684210526,90.0,18.94736842105263,113.6842105263158,240.0
165,56.8421052631579,126.0,113.6842105263158,94.73684210526316,390.0
166,37.89473684210526,0.0,113.6842105263158,56.8421052631579,330.0
167,56.8421052631579,72.0,75.78947368421052,132.6315789473684,330.0
168,56.8421052631579,54.0,37.89473684210526,75.78947368421052,120.0
169,132.6315789473684,36.0,132.6315789473684,132.6315789473684,330.0
170,37.89473684210526,18.0,151.57894736842104,56.8421052631579,270.0
171,0.0,54.0,18.94736842105263,75.78947368421052,210.0
172,132.6315789473684,72.0,132.6315789473684,94.73684210526316,255.0
173,56.8421052631579,72.0,75.78947368421052,56.8421052631579,105.0
174,132.6315789473684,90.0,170.52631578947367,94.73684210526316,360.0
175,56.8421052631579,54.0,75.78947368421052,18.94736842105263,225.0
176,94.73684210526316,126.0,113.6842105263158,37.89473684210526,270.0
177,56.8421052631579,162.0,75.78947368421052,56.8421052631579,105.0
178,132.6315789473684,162.0,151.57894736842104,56.8421052631579,135.0
179,113.6842105263158,126.0,94.73684210526316,18.94736842105263,150.0
