,Region 0,Region 1,Region 2,Region 3,Region 4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,54.0,0.0,18.94736842105263,15.0
2,18.94736842105263,72.0,18.94736842105263,37.89473684210526,15.0
3,18.94736842105263,36.0,0.0,56.8421052631579,30.0
4,37.89473684210526,0.0,0.0,0.0,60.0
5,37.89473684210526,108.0,18.94736842105263,75.78947368421052,60.0
6,0.0,72.0,56.8421052631579,18.94736842105263,0.0
7,75.78947368421052,108.0,94.73684210526316,18.94736842105263,105.0
8,75.78947368421052,72.0,18.94736842105263,37.89473684210526,60.0
9,75.78947368421052,18.0,18.94736842105263,56.8421052631579,75.0
10,18.94736842105263,90.0,56.8421052631579,113.6842105263158,75.0
11,113.6842105263158,126.0,189.47368421052633,227.3684210526316,75.0
12,189.47368421052633,198.0,170.52631578947367,246.31578947368422,180.0
13,265.2631578947368,144.0,227.3684210526316,75.78947368421052,165.0
14,322.10526315789474,324.0,378.94736842105266,265.2631578947368,225.0
15,265.2631578947368,432.0,284.2105263157895,303.1578947368421,135.0
16,454.7368421052632,450.0,435.7894736842105,378.94736842105266,255.0
17,284.2105263157895,198.0,435.7894736842105,246.31578947368422,300.0
18,208.42105263157896,144.0,284.2105263157895,227.3684210526316,390.0
19,397.89473684210526,594.0,360.0,511.57894736842104,390.0
20,227.3684210526316,522.0,246.31578947368422,511.57894736842104,315.0
21,360.0,450.0,303.1578947368421,341.05263157894734,630.0
22,227.3684210526316,180.0,94.73684210526316,75.78947368421052,450.0
23,341.05263157894734,414.0,360.0,435.7894736842105,495.0
24,170.52631578947367,252.0,208.42105263157896,341.05263157894734,450.0
25,265.2631578947368,180.0,360.0,265.2631578947368,480.0
26,189.47368421052633,108.0,303.1578947368421,94.73684210526316,690.0
27,113.6842105263158,18.0,151.57894736842104,75.78947368421052,345.0
28,170.52631578947367,144.0,265.2631578947368,284.2105263157895,570.0
29,75.78947368421052,180.0,132.6315789473684,170.52631578947367,300.0
30,170.52631578947367,54.0,227.3684210526316,170.52631578947367,525.0
31,75.78947368421052,36.0,170.52631578947367,37.89473684210526,285.0
32,75.78947368421052,144.0,189.47368421052633,208.42105263157896,285.0
33,113.6842105263158,126.0,94.73684210526316,94.73684210526316,225.0
34,56.8421052631579,108.0,151.57894736842104,151.57894736842104,390.0
35,132.6315789473684,36.0,151.57894736842104,94.73684210526316,330.0
36,56.8421052631579,72.0,113.6842105263158,75.78947368421052,225.0
37,37.89473684210526,72.0,37.89473684210526,151.57894736842104,450.0
38,18.94736842105263,108.0,37.89473684210526,151.57894736842104,255.0
39,113.6842105263158,126.0,56.8421052631579,37.89473684210526,420.0
40,132.6315789473684,54.0,56.8421052631579,18.94736842105263,135.0
41,151.57894736842104,216.0,132.6315789473684,75.78947368421052,285.0
42,75.78947368421052,126.0,94.73684210526316,75.78947368421052,180.0
43,113.6842105263158,162.0,189.47368421052633,56.8421052631579,255.0
44,132.6315789473684,144.0,94.73684210526316,56.8421052631579,255.0
45,18.94736842105263,72.0,75.78947368421052,37.89473684210526,75.0
46,56.8421052631579,144.0,113.6842105263158,151.57894736842104,225.0
47,37.89473684210526,108.0,37.89473684210526,113.6842105263158,195.0
48,75.78947368421052,90.0,113.6842105263158,94.73684210526316,285.0
49,75.78947368421052,54.0,94.73684210526316,37.89473684210526,150.0
50,113.6842105263158,216.0,94.73684210526316,132.6315789473684,225.0
51,56.8421052631579,126.0,75.78947368421052,94.73684210526316,135.0
52,75.78947368421052,108.0,151.57894736842104,94.73684210526316,150.0
53,113.6842105263158,18.0,75.78947368421052,37.89473684210526,210.0
54,56.8421052631579,54.0,75.78947368421052,18.94736842105263,150.0
55,56.8421052631579,90.0,94.73684210526316,170.52631578947367,255.0
56,94.73684210526316,162.0,170.52631578947367,227.3684210526316,210.0
57,435.7894736842105,270.0,378.94736842105266,416.8421052631579,300.0
58,397.89473684210526,234.0,303.1578947368421,416.8421052631579,180.0
59,795.7894736842105,522.0,473.6842105263158,663.1578947368421,240.0
60,530.5263157894736,612.0,378.94736842105266,587.3684210526316,195.0
61,625.2631578947369,738.0,473.6842105263158,587.3684210526316,255.0
62,663.1578947368421,648.0,511.57894736842104,606.3157894736842,315.0
63,549.4736842105264,288.0,416.8421052631579,265.2631578947368,285.0
64,890.5263157894736,720.0,435.7894736842105,757.8947368421053,390.0
65,625.2631578947369,576.0,360.0,663.1578947368421,375.0
66,795.7894736842105,702.0,625.2631578947369,549.4736842105264,750.0
67,549.4736842105264,432.0,454.7368421052632,227.3684210526316,645.0
68,663.1578947368421,846.0,720.0,833.6842105263158,675.0
69,378.94736842105266,864.0,606.3157894736842,663.1578947368421,525.0
70,682.1052631578947,738.0,587.3684210526316,530.5263157894736,525.0
71,511.57894736842104,450.0,378.94736842105266,170.52631578947367,765.0
72,189.47368421052633,180.0,322.10526315789474,151.57894736842104,735.0
73,378.94736842105266,648.0,341.05263157894734,341.05263157894734,585.0
74,94.73684210526316,396.0,189.47368421052633,492.63157894736844,345.0
75,265.2631578947368,306.0,435.7894736842105,208.42105263157896,660.0
76,170.52631578947367,126.0,151.57894736842104,113.6842105263158,600.0
77,284.2105263157895,270.0,170.52631578947367,397.89473684210526,525.0
78,189.47368421052633,270.0,94.73684210526316,265.2631578947368,285.0
79,322.10526315789474,378.0,170.52631578947367,189.47368421052633,195.0
80,94.73684210526316,18.0,189.47368421052633,0.0,495.0
81,0.0,18.0,151.57894736842104,113.6842105263158,375.0
82,265.2631578947368,342.0,151.57894736842104,208.42105263157896,360.0
83,189.47368421052633,198.0,37.89473684210526,94.73684210526316,390.0
84,189.47368421052633,72.0,151.57894736842104,132.6315789473684,570.0
85,189.47368421052633,90.0,56.8421052631579,94.73684210526316,285.0
86,151.57894736842104,126.0,75.78947368421052,170.52631578947367,405.0
87,132.6315789473684,162.0,56.8421052631579,56.8421052631579,195.0
88,284.2105263157895,162.0,56.8421052631579,113.6842105263158,180.0
89,94.73684210526316,36.0,94.73684210526316,94.73684210526316,300.0
90,170.52631578947367,18.0,56.8421052631579,113.6842105263158,270.0
91,151.57894736842104,90.0,18.94736842105263,94.73684210526316,180.0
92,151.57894736842104,90.0,18.94736842105263,56.8421052631579,30.0
93,151.57894736842104,72.0,113.6842105263158,75.78947368421052,270.0
94,75.78947368421052,36.0,37.89473684210526,18.94736842105263,270.0
95,113.6842105263158,126.0,113.6842105263158,37.89473684210526,150.0
96,37.89473684210526,90.0,75.78947368421052,37.89473684210526,135.0
97,94.73684210526316,108.0,113.6842105263158,94.73684210526316,315.0
98,75.78947368421052,108.0,56.8421052631579,113.6842105263158,360.0
99,0.0,54.0,56.8421052631579,75.78947368421052,315.0
100,37.89473684210526,162.0,56.8421052631579,113.6842105263158,510.0
101,113.6842105263158,126.0,113.6842105263158,151.57894736842104,270.0
102,94.73684210526316,72.0,132.6315789473684,170.52631578947367,360.0
103,75.78947368421052,18.0,170.52631578947367,37.89473684210526,240.0
104,37.89473684210526,162.0,113.6842105263158,132.6315789473684,420.0
105,75.78947368421052,90.0,75.78947368421052,56.8421052631579,210.0
106,151.57894736842104,72.0,132.6315789473684,75.78947368421052,240.0
107,94.73684210526316,72.0,132.6315789473684,94.73684210526316,210.0
108,132.6315789473684,36.0,170.52631578947367,94.73684210526316,210.0
109,189.47368421052633,90.0,75.78947368421052,94.73684210526316,315.0
110,170.52631578947367,54.0,75.78947368421052,56.8421052631579,210.0
111,132.6315789473684,90.0,132.6315789473684,132.6315789473684,345.0
112,0.0,36.0,56.8421052631579,56.8421052631579,285.0
113,113.6842105263158,162.0,56.8421052631579,132.6315789473684,585.0
114,132.6315789473684,144.0,37.89473684210526,113.6842105263158,465.0
115,94.73684210526316,162.0,132.6315789473684,37.89473684210526,615.0
116,113.6842105263158,36.0,170.52631578947367,37.89473684210526,645.0
117,56.8421052631579,36.0,56.8421052631579,18.94736842105263,585.0
118,75.78947368421052,126.0,75.78947368421052,37.89473684210526,870.0
119,132.6315789473684,90.0,94.73684210526316,18.94736842105263,495.0
120,56.8421052631579,90.0,189.47368421052633,37.89473684210526,720.0
121,56.8421052631579,90.0,18.94736842105263,37.89473684210526,525.0
122,37.89473684210526,108.0,94.73684210526316,94.73684210526316,690.0
123,75.78947368421052,72.0,94.73684210526316,56.8421052631579,525.0
124,132.6315789473684,126.0,113.6842105263158,132.6315789473684,780.0
125,37.89473684210526,18.0,75.78947368421052,37.89473684210526,645.0
126,0.0,18.0,151.57894736842104,0.0,390.0
127,18.94736842105263,72.0,75.78947368421052,113.6842105263158,735.0
128,18.94736842105263,90.0,37.89473684210526,94.73684210526316,525.0
129,56.8421052631579,36.0,113.6842105263158,75.78947368421052,630.0
130,37.89473684210526,72.0,132.6315789473684,0.0,495.0
131,94.73684210526316,90.0,94.73684210526316,75.78947368421052,465.0
132,75.78947368421052,126.0,94.73684210526316,37.89473684210526,300.0
133,75.78947368421052,72.0,75.78947368421052,94.73684210526316,345.0
134,94.73684210526316,36.0,0.0,18.94736842105263,330.0
135,37.89473684210526,54.0,0.0,75.78947368421052,345.0
136,75.78947368421052,72.0,56.8421052631579,56.8421052631579,435.0
137,75.78947368421052,18.0,37.89473684210526,151.57894736842104,240.0
138,75.78947368421052,54.0,94.73684210526316,208.42105263157896,240.0
